Year,week,Weekend,Top 10 Gross,%± LY,Overall Gross,%± LY.1,Releases,#1 Release
1980,6,Feb 8-10,"$4,502,244",+27.6%,"$4,502,244",+27.6%,3,The Last Married Couple in America
1979,6,Feb 9-11,"$3,529,675",-,"$3,529,675",-,1,The Warriors
2019,7,Feb 15-18Presidents' Day wknd,"$126,415,385",-60.9%,"$152,447,001",-55.9%,86,Alita: Battle Angel
2019,7,Feb 15-17,"$105,197,571",-60.7%,"$126,265,201",-56%,102,Alita: Battle Angel
2018,7,Feb 16-19Presidents' Day wknd,"$323,004,490",+107.3%,"$346,075,601",+90.5%,91,Black Panther
2018,7,Feb 16-18,"$267,360,455",+107.5%,"$286,751,803",+90.4%,102,Black Panther
2017,7,Feb 17-19,"$128,860,229",-40.3%,"$150,631,026",-37%,80,The Lego Batman Movie
2017,7,Feb 17-20Presidents' Day wknd,"$155,796,460",-37.9%,"$181,705,870",-34.8%,68,The Lego Batman Movie
2016,7,Feb 12-15Presidents' Day wknd,"$250,977,099",+11%,"$278,484,327",+12.7%,87,Deadpool
2016,7,Feb 12-14,"$215,810,637",+10%,"$239,154,233",+11.8%,103,Deadpool
2015,7,Feb 13-16Presidents' Day wknd,"$226,114,046",+24.1%,"$247,208,470",+18.4%,75,Fifty Shades of Grey
2015,7,Feb 13-15,"$196,187,392",+26%,"$213,956,193",+20.1%,88,Fifty Shades of Grey
2014,7,Feb 14-17Presidents' Day wknd,"$182,141,128",+26.8%,"$208,762,307",+24%,84,The Lego Movie
2014,7,Feb 14-16,"$155,759,468",+28.4%,"$178,203,826",+26.1%,102,The Lego Movie
2013,7,Feb 15-18Presidents' Day wknd,"$143,655,294",-12.9%,"$168,341,536",-13%,86,A Good Day to Die Hard
2013,7,Feb 15-17,"$121,272,933",-12.1%,"$141,278,049",-12.2%,99,A Good Day to Die Hard
2012,7,Feb 17-20Presidents' Day wknd,"$164,876,415",+9.4%,"$193,509,301",+11.4%,102,Safe House
2012,7,Feb 17-19,"$137,926,714",+9.7%,"$160,944,778",+11.4%,118,Safe House
2011,7,Feb 18-20,"$125,712,044",-31.3%,"$144,525,447",-29.4%,107,Unknown
2011,7,Feb 18-21Presidents' Day wknd,"$150,746,871",-29.4%,"$173,631,940",-27.5%,100,Unknown
2010,7,Feb 12-15Presidents' Day wknd,"$213,524,058",+21.2%,"$239,380,299",+8.8%,87,Valentine's Day
2010,7,Feb 12-14,"$182,998,695",+20.5%,"$204,746,196",+8.4%,95,Valentine's Day
2009,7,Feb 13-16Presidents' Day wknd,"$176,130,106",+31.7%,"$220,039,425",+31.4%,91,Friday the 13th
2009,7,Feb 13-15,"$151,899,971",+36.2%,"$188,927,999",+35.9%,93,Friday the 13th
2008,7,Feb 15-17,"$111,505,912",-19.2%,"$139,052,789",-12.1%,99,Jumper
2008,7,Feb 15-18Presidents' Day wknd,"$133,761,458",-18%,"$167,469,892",-11.2%,100,Jumper
2007,7,Feb 16-19Presidents' Day wknd,"$163,208,842",+27.4%,"$188,624,817",+20.2%,102,Ghost Rider
2007,7,Feb 16-18,"$138,054,963",+29.9%,"$158,169,212",+21.8%,95,Ghost Rider
2006,7,Feb 17-20Presidents' Day wknd,"$128,140,794",-1.2%,"$156,942,068",-0.6%,122,Eight Below
2006,7,Feb 17-19,"$106,280,152",-3%,"$129,840,074",-2.3%,115,Eight Below
2005,7,Feb 18-21Presidents' Day wknd,"$129,703,618",+12.5%,"$157,855,767",+8.4%,122,Hitch
2005,7,Feb 18-20,"$109,619,134",+9.6%,"$132,944,255",+6.8%,106,Hitch
2004,7,Feb 13-16Presidents' Day wknd,"$115,271,903",-14%,"$145,599,508",-11.7%,132,50 First Dates
2004,7,Feb 13-15,"$100,035,678",-15.6%,"$124,464,141",-14.1%,86,50 First Dates
2003,7,Feb 14-17Presidents' Day wknd,"$133,982,805",+14.8%,"$164,865,201",+0.9%,120,Daredevil
2003,7,Feb 14-16,"$118,587,785",+21.9%,"$144,945,634",+7.5%,80,Daredevil
2002,7,Feb 15-18Presidents' Day wknd,"$116,732,273",-1.5%,"$163,437,150",+11.4%,61,John Q
2002,7,Feb 15-17,"$97,249,142",+17.8%,"$134,890,938",+63.3%,38,John Q
2001,7,Feb 16-19Presidents' Day wknd,"$118,551,963",+12%,"$146,701,962",+9.8%,60,Hannibal
2001,7,Feb 16-18,"$82,556,340",-,"$82,615,288",-1.1%,11,Hannibal
2000,7,Feb 18-21Presidents' Day wknd,"$105,833,032",+17.1%,"$133,627,286",+15%,64,The Whole Nine Yards
2000,7,Feb 18-20,"$82,586,366",+48.8%,"$83,525,618",+48.1%,14,The Whole Nine Yards
1999,7,Feb 12-15Presidents' Day wknd,"$90,414,313",-17.3%,"$116,236,274",-4.4%,62,Message in a Bottle
1999,7,Feb 12-14,"$55,488,096",-28.5%,"$56,389,797",-27.3%,13,Message in a Bottle
1998,7,Feb 13-15,"$77,595,132",+63.2%,"$77,595,132",+63.2%,8,Titanic
1998,7,Feb 13-16Presidents' Day wknd,"$109,358,965",+12.3%,"$121,575,110",+4.3%,21,Titanic
1997,7,Feb 14-17Presidents' Day wknd,"$97,349,531",+38.1%,"$116,551,323",+31%,29,Star Wars: Episode IV - A New Hope1997 Special Edition
1997,7,Feb 14-16,"$47,543,029",-20.2%,"$47,543,029",-30.3%,5,Star Wars: Episode IV - A New Hope1997 Special Edition
1996,7,Feb 16-19Presidents' Day wknd,"$70,493,925",+22.8%,"$88,968,608",+32.3%,27,Broken Arrow
1996,7,Feb 16-18,"$59,549,684","+14,772.7%","$68,221,303","+16,938.5%",15,Broken Arrow
1995,7,Feb 17-20Presidents' Day wknd,"$57,402,244",-15.2%,"$67,231,731",-16.4%,20,The Brady Bunch Movie
1995,7,Feb 17-19,"$400,395",-95.8%,"$400,395",-95.8%,1,Street Fighter
1994,7,Feb 18-21Presidents' Day wknd,"$67,655,829",+8.2%,"$80,436,192",+9.7%,19,On Deadly Ground
1994,7,Feb 18-20,"$9,493,540",-47.8%,"$9,493,540",-47.8%,3,Reality Bites
1993,7,Feb 12-15Presidents' Day wknd,"$62,539,712",-1.3%,"$73,301,759",+0.5%,20,Groundhog Day
1993,7,Feb 12-14,"$18,196,519","+1,021.9%","$18,196,519","+1,021.9%",4,Groundhog Day
1992,7,Feb 14-17Presidents' Day wknd,"$63,355,957",-6.5%,"$72,906,550",-7.2%,16,Wayne's World
1992,7,Feb 14-16,"$1,621,900",+13%,"$1,621,900",+13%,1,Hook
1991,7,Feb 15-18Presidents' Day wknd,"$67,739,052",+45.9%,"$78,542,635",+38.9%,19,The Silence of the Lambs
1991,7,Feb 15-17,"$1,435,000",+133.1%,"$1,435,000",+133.1%,1,Kindergarten Cop
1990,7,Feb 16-19Presidents' Day wknd,"$46,417,982",-5.1%,"$56,541,914",-8.5%,23,Driving Miss Daisy
1990,7,Feb 16-18,"$615,600",-70.7%,"$615,600",-70.7%,1,Back to the Future Part II
1989,7,Feb 17-20Presidents' Day wknd,"$48,902,089",+11.5%,"$61,798,263",+28%,18,The 'Burbs
1989,7,Feb 17-19,"$2,103,520",-,"$2,103,520",-,1,Twins
1988,7,Feb 12-15Presidents' Day wknd,"$43,856,209",-0.2%,"$48,287,335",-1.7%,15,"Good Morning, Vietnam"
1987,7,Feb 13-16Presidents' Day wknd,"$43,939,030",+6.3%,"$49,111,419",+4.9%,18,Platoon
1986,7,Feb 14-17Presidents' Day wknd,"$41,334,728",+17.4%,"$46,821,352",+15%,17,Down and Out in Beverly Hills
1986,7,Feb 14-16,"$514,750",-,"$514,750",-,1,Back to the Future
1985,7,Feb 15-18Presidents' Day wknd,"$35,222,619",+5.8%,"$40,707,212",+15%,14,Beverly Hills Cop
1984,7,Feb 17-20Presidents' Day wknd,"$33,292,525",+8.8%,"$35,390,063",-1.5%,14,Footloose
1983,7,Feb 18-21Presidents' Day wknd,"$30,596,004",+20.3%,"$35,917,836",+29.5%,17,Tootsie
1983,7,Feb 18-20,"$1,610,701",+287%,"$1,610,701",+287%,1,E.T. the Extra-Terrestrial
1982,7,Feb 12-15Presidents' Day wknd,"$25,425,108","+5,684.2%","$27,736,606","+6,210%",12,On Golden Pond
1982,7,Feb 12-14,"$416,243",-,"$416,243",-,2,One from the Heart
1981,7,Feb 13-16Presidents' Day wknd,"$439,564",-68.2%,"$439,564",-68.2%,1,Sphinx
1980,7,Feb 15-18Presidents' Day wknd,"$1,382,756",-,"$1,382,756",-,1,Jaws 21980 Re-release
2019,8,Feb 22-24,"$110,669,509",-37.5%,"$127,999,939",-34.6%,88,How to Train Your Dragon: The Hidden World
2018,8,Feb 23-25,"$177,068,935",+70.5%,"$195,707,999",+57.7%,110,Black Panther
2017,8,Feb 24-26,"$103,860,378",-14.2%,"$124,126,169",-12.5%,87,Get Out
2016,8,Feb 19-21,"$121,119,706",+16.7%,"$141,851,056",+19.4%,106,Deadpool
2015,8,Feb 20-22,"$103,802,091",+10.1%,"$118,837,843",+6.2%,90,Fifty Shades of Grey
2014,8,Feb 21-23,"$94,308,705",+12%,"$111,894,114",+8.1%,106,The Lego Movie
2013,8,Feb 22-24,"$84,217,867",-21.6%,"$103,534,297",-22.7%,94,Identity Thief
2012,8,Feb 24-26,"$107,371,847",+16%,"$133,892,090",+21.9%,115,Act of Valor
2011,8,Feb 25-27,"$92,540,158",-21.9%,"$109,830,377",-18%,108,Hall Pass
2010,8,Feb 19-21,"$118,472,680",+5.6%,"$133,902,273",-6%,108,Shutter Island
2009,8,Feb 20-22,"$112,141,559",+31.7%,"$142,472,042",+29%,95,Madea Goes to Jail
2008,8,Feb 22-24,"$85,162,089",-12.1%,"$110,410,094",-6.4%,114,Vantage Point
2007,8,Feb 23-25,"$96,852,706",+2%,"$118,011,674",-1.7%,107,Ghost Rider
2006,8,Feb 24-26,"$94,930,097",-4%,"$120,086,940",-2%,129,Madea's Family Reunion
2005,8,Feb 25-27,"$98,868,991",+42.8%,"$122,480,464",+29.5%,115,Diary of a Mad Black Woman
2004,8,Feb 20-22,"$69,238,343",-23%,"$94,577,585",-16.7%,137,50 First Dates
2003,8,Feb 21-23,"$89,941,443",+16.4%,"$113,574,282",+3.8%,125,Daredevil
2002,8,Feb 22-24,"$77,302,434",+10.8%,"$109,396,905",+20.8%,61,Queen of the Damned
2001,8,Feb 23-25,"$69,754,742",+5%,"$90,550,659",+1.3%,61,Hannibal
2000,8,Feb 25-27,"$66,413,722",+11.6%,"$89,377,098",+10.7%,63,The Whole Nine Yards
1999,8,Feb 19-21,"$59,536,388",-13.8%,"$80,732,468",+6.1%,61,Payback
1998,8,Feb 20-22,"$69,035,775",-6.6%,"$76,101,810",-13.1%,22,Titanic
1997,8,Feb 21-23,"$73,903,142",+41%,"$87,616,040",+37%,27,Star Wars: Episode V - The Empire Strikes Back1997 Special Edition
1996,8,Feb 23-25,"$52,427,589",+43.7%,"$63,957,850",+43.1%,20,Rumble in the Bronx
1995,8,Feb 24-26,"$36,487,446",-13.5%,"$44,698,011",-16.6%,17,The Brady Bunch Movie
1994,8,Feb 25-27,"$42,176,741",-10.2%,"$53,606,332",-4.8%,19,Ace Ventura: Pet Detective
1993,8,Feb 19-21,"$46,957,732",+5.1%,"$56,310,542",+4.3%,21,Groundhog Day
1992,8,Feb 21-23,"$44,658,467",-7.7%,"$53,984,454",-0.4%,19,Wayne's World
1991,8,Feb 22-24,"$48,394,172",+68.3%,"$54,218,360",+59.7%,14,The Silence of the Lambs
1990,8,Feb 23-25,"$28,747,612",-8%,"$33,956,019",-8.3%,21,Driving Miss Daisy
1989,8,Feb 24-26,"$31,263,007",-5.8%,"$37,042,359",-4.9%,19,The 'Burbs
1988,8,Feb 19-21,"$33,183,143",+2.8%,"$38,943,798",+13.7%,16,"Good Morning, Vietnam"
1987,8,Feb 20-22,"$32,284,628",+10.2%,"$34,264,187",+1%,14,Platoon
1986,8,Feb 21-23,"$29,301,384",+13.4%,"$33,918,911",+22.4%,17,Down and Out in Beverly Hills
1985,8,Feb 22-24,"$25,830,927",+6.2%,"$27,714,460",+6%,12,Beverly Hills Cop
1984,8,Feb 24-26,"$24,319,996",+10.7%,"$26,152,238",+8.8%,13,Footloose
1983,8,Feb 25-27,"$21,973,564",+14.4%,"$24,039,133",+13.3%,12,Tootsie
1982,8,Feb 19-21,"$19,200,980",-,"$21,216,292",-,13,On Golden Pond
2019,9,Mar 1-3,"$94,364,496",-29.7%,"$115,975,923",-22.2%,114,How to Train Your Dragon: The Hidden World
2018,9,Mar 2-4,"$134,280,505",-20.1%,"$149,122,522",-21.4%,115,Black Panther
2017,9,Mar 3-5,"$168,014,995",+84.1%,"$189,697,727",+68.8%,100,Logan
2016,9,Feb 26-28,"$91,278,176",+2.1%,"$112,386,016",+5.2%,91,Deadpool
2015,9,Feb 27-Mar 1,"$89,378,196",-14.1%,"$106,785,872",-13.7%,98,Focus
2014,9,Feb 28-Mar 2,"$104,089,480",+18.5%,"$123,702,145",+12.8%,113,Non-Stop
2013,9,Mar 1-3,"$87,821,690",-39.8%,"$109,621,873",-34.9%,106,Jack the Giant Slayer
2012,9,Mar 2-4,"$145,788,328",+27.4%,"$168,466,571",+25.8%,118,The Lorax
2011,9,Mar 4-6,"$114,398,546",+9.8%,"$133,918,873",+12.3%,107,Rango
2010,9,Feb 26-28,"$104,201,694",+29.4%,"$119,202,708",+6.9%,107,Shutter Island
2009,9,Feb 27-Mar 1,"$80,508,972",+9%,"$111,557,492",+14.2%,99,Madea Goes to Jail
2008,9,Feb 29-Mar 2,"$73,841,003",-28.7%,"$97,723,152",-21.6%,118,Semi-Pro
2007,9,Mar 2-4,"$103,593,442",+33.1%,"$124,707,324",+19.9%,112,Wild Hogs
2006,9,Mar 3-5,"$77,823,578",-25.7%,"$104,044,555",-15.6%,128,Madea's Family Reunion
2005,9,Mar 4-6,"$104,740,602",-22.7%,"$123,219,318",-21.3%,119,The Pacifier
2004,9,Feb 27-29,"$135,527,084",+64.8%,"$156,602,992",+49.1%,132,The Passion of the Christ
2003,9,Feb 28-Mar 2,"$82,258,706",+6.4%,"$105,015,555",+0.7%,124,Cradle 2 the Grave
2002,9,Mar 1-3,"$77,318,057",+9.5%,"$104,329,890",+16.9%,63,We Were Soldiers
2001,9,Mar 2-4,"$70,619,092",+37.3%,"$89,219,000",+8.7%,63,The Mexican
2000,9,Mar 3-5,"$51,441,138",-12.2%,"$82,045,813",+3.2%,60,The Whole Nine Yards
1999,9,Feb 26-28,"$58,589,554",-1.9%,"$79,502,728",+14.4%,62,8MM
1998,9,Feb 27-Mar 1,"$59,731,377",-5.8%,"$69,476,440",-13.3%,21,Titanic
1997,9,Feb 28-Mar 2,"$63,409,740",+22.8%,"$80,163,325",+31.6%,29,Star Wars: Episode V - The Empire Strikes Back1997 Special Edition
1996,9,Mar 1-3,"$51,632,867",+31.5%,"$60,908,456",+25.7%,21,Up Close & Personal
1995,9,Mar 3-5,"$39,255,310",+11.4%,"$48,443,620",-4.3%,19,Man of the House
1994,9,Mar 4-6,"$35,245,870",-20.8%,"$50,630,690",-0.3%,21,Ace Ventura: Pet Detective
1993,9,Feb 26-28,"$44,525,022",+18.7%,"$50,799,819",+7.9%,19,Falling Down
1992,9,Feb 28-Mar 1,"$37,515,424",-26.3%,"$47,075,532",-20.2%,23,Wayne's World
1991,9,Mar 1-3,"$50,873,046",+31%,"$58,966,663",+40.5%,17,The Silence of the Lambs
1990,9,Mar 2-4,"$38,823,326",+22.4%,"$41,973,227",+5.4%,16,The Hunt for Red October
1989,9,Mar 3-5,"$31,717,654",+11.2%,"$39,804,263",+10.3%,19,Lean on Me
1988,9,Feb 26-28,"$28,534,062",-27.6%,"$36,085,077",-13.6%,21,"Good Morning, Vietnam"
1987,9,Feb 27-Mar 1,"$39,410,997",+17%,"$41,784,028",+16.2%,15,A Nightmare on Elm Street: Dream Warriors
1986,9,Feb 28-Mar 2,"$33,687,907",+21.6%,"$35,955,096",+21.5%,13,Pretty in Pink
1985,9,Mar 1-3,"$27,704,420",+14.3%,"$29,591,684",+8.5%,14,Beverly Hills Cop
1984,9,Mar 2-4,"$24,232,435",+31.5%,"$27,280,390",+26.8%,17,Footloose
1983,9,Mar 4-6,"$18,432,245",+26.3%,"$21,514,616",+47.5%,16,Tootsie
1982,9,Feb 26-28,"$14,591,110",-,"$14,591,110",-,8,On Golden Pond
1980,9,Feb 29-Mar 2,"$221,141",-15.8%,"$221,141",-15.8%,1,Foxes
1979,9,Mar 2-4,"$262,778",-,"$262,778",-,1,Norma Rae
2019,10,Mar 8-10,"$198,063,125",+60.9%,"$210,564,349",+50.7%,107,Captain Marvel
2018,10,Mar 9-11,"$123,134,923",-17.6%,"$139,696,317",-14.8%,112,Black Panther
2017,10,Mar 10-12,"$149,362,845",+4.8%,"$163,997,836",+1.5%,107,Kong: Skull Island
2016,10,Mar 4-6,"$142,568,989",+97.3%,"$161,499,059",+80.6%,99,Zootopia
2015,10,Mar 6-8,"$72,251,925",-43.3%,"$89,415,791",-37.8%,94,Chappie
2014,10,Mar 7-9,"$127,539,955",+2.4%,"$143,856,540",+2.3%,110,300: Rise of an Empire
2013,10,Mar 8-10,"$124,576,195",+7.4%,"$140,687,760",+2.8%,112,Oz the Great and Powerful
2012,10,Mar 9-11,"$116,009,145",+3.6%,"$136,877,195",+5.8%,127,The Lorax
2011,10,Mar 11-13,"$111,935,077",-38.7%,"$129,391,313",-34.3%,118,Battle Los Angeles
2010,10,Mar 5-7,"$182,536,400",+86.8%,"$196,996,205",+68.6%,107,Alice in Wonderland
2009,10,Mar 6-8,"$97,720,570",+12.4%,"$116,828,485",+8.8%,110,Watchmen
2008,10,Mar 7-9,"$86,928,662",-36.1%,"$107,381,602",-29.7%,119,"10,000 BC"
2007,10,Mar 9-11,"$135,961,063",+53%,"$152,783,904",+38.3%,112,300
2006,10,Mar 10-12,"$88,857,740",-11.4%,"$110,479,677",-4.1%,127,Failure to Launch
2005,10,Mar 11-13,"$100,272,952",-21.4%,"$115,208,693",-20.1%,132,Robots
2004,10,Mar 5-7,"$127,593,283",+38.9%,"$144,126,447",+30.6%,119,The Passion of the Christ
2003,10,Mar 7-9,"$91,857,671",+17.3%,"$110,395,162",+7.1%,134,Bringing Down the House
2002,10,Mar 8-10,"$78,308,340",+32.1%,"$103,031,107",+36.6%,62,The Time Machine
2001,10,Mar 9-11,"$59,297,702",-2.9%,"$75,445,695",-12.4%,64,The Mexican
2000,10,Mar 10-12,"$61,089,854",-5.8%,"$86,153,049",+5%,63,Mission to Mars
1999,10,Mar 5-7,"$64,854,188",-8.8%,"$82,079,753",+1.1%,63,Analyze This
1998,10,Mar 6-8,"$71,119,186",+13%,"$81,152,940",+1.6%,25,Titanic
1997,10,Mar 7-9,"$62,954,749",+2.9%,"$79,838,123",+17.1%,27,Private Parts
1996,10,Mar 8-10,"$61,193,798",+60%,"$68,159,539",+56.7%,21,The Birdcage
1995,10,Mar 10-12,"$38,248,250",+10.8%,"$43,503,465",-7.6%,19,Outbreak
1994,10,Mar 11-13,"$34,521,018",-12.2%,"$47,069,107",-3.5%,22,Guarding Tess
1993,10,Mar 5-7,"$39,300,507",-1.4%,"$48,779,651",+4.7%,22,Falling Down
1992,10,Mar 6-8,"$39,853,359",-18%,"$46,581,146",-11%,18,Wayne's World
1991,10,Mar 8-10,"$48,607,907",+13.5%,"$52,355,622",+12.4%,18,The Silence of the Lambs
1990,10,Mar 9-11,"$42,834,849",+38.4%,"$46,569,644",+21.4%,19,The Hunt for Red October
1989,10,Mar 10-12,"$30,953,692",+2.6%,"$38,348,484",+8.5%,19,Lean on Me
1988,10,Mar 4-6,"$30,181,651",-21.9%,"$35,343,443",-13.1%,17,"Good Morning, Vietnam"
1987,10,Mar 6-8,"$38,645,315",+35%,"$40,668,123",+29.2%,13,Lethal Weapon
1986,10,Mar 7-9,"$28,636,291",+13.3%,"$31,472,994",+16.6%,14,Pretty in Pink
1985,10,Mar 8-10,"$25,268,720",-5.4%,"$26,982,525",-7.5%,13,Witness
1984,10,Mar 9-11,"$26,724,810",+48.7%,"$29,170,809",+40.1%,15,Splash
1983,10,Mar 11-13,"$17,974,004",+3.7%,"$20,822,604",+20.1%,16,Tootsie
1982,10,Mar 5-7,"$17,331,885","+1,144.3%","$17,331,885","+1,144.3%",10,On Golden Pond
1981,10,Mar 6-8,"$1,392,852",-58.6%,"$1,392,852",-58.6%,1,All Night Long
1980,10,Mar 7-9,"$3,366,443","+4,677.7%","$3,366,443","+4,677.7%",1,Coal Miner's Daughter
1979,10,Mar 9-11,"$70,461",-88.7%,"$70,461",-88.7%,1,The Passage
1978,10,Mar 10-12,"$622,291",-,"$622,291",-,1,Star Wars: Episode IV - A New Hope
2019,11,Mar 15-17,"$126,418,468",+6.4%,"$139,804,590",+5.2%,122,Captain Marvel
2018,11,Mar 16-18,"$118,810,762",-52.9%,"$132,848,455",-49.1%,114,Black Panther
2017,11,Mar 17-19,"$252,225,276",+113.4%,"$260,823,456",+92.8%,103,Beauty and the Beast
2016,11,Mar 11-13,"$118,186,835",+2.3%,"$135,301,106",+2.8%,111,Zootopia
2015,11,Mar 13-15,"$115,580,190",+17.2%,"$131,677,520",+15.5%,94,Cinderella
2014,11,Mar 14-16,"$98,624,322",+6.3%,"$113,961,674",+6.1%,108,Mr. Peabody & Sherman
2013,11,Mar 15-17,"$92,776,114",-0.9%,"$107,411,683",-3.2%,108,Oz the Great and Powerful
2012,11,Mar 16-18,"$93,582,069",-5.3%,"$110,983,561",-3.5%,116,21 Jump Street
2011,11,Mar 18-20,"$98,816,142",-23.8%,"$114,962,242",-22.1%,121,Limitless
2010,11,Mar 12-14,"$129,609,144",+53.9%,"$147,526,258",+46.5%,106,Alice in Wonderland
2009,11,Mar 13-15,"$84,204,182",-17.3%,"$100,713,824",-16.5%,102,Race to Witch Mountain
2008,11,Mar 14-16,"$101,862,262",+1.1%,"$120,687,394",+2.6%,124,Horton Hears a Who!
2007,11,Mar 16-18,"$100,707,696",+12.3%,"$117,624,773",+10.4%,119,300
2006,11,Mar 17-19,"$89,715,805",-12.3%,"$106,591,480",-8.3%,132,V for Vendetta
2005,11,Mar 18-20,"$102,331,011",+1%,"$116,190,560",-1.4%,126,The Ring Two
2004,11,Mar 12-14,"$101,274,843",+15.9%,"$117,808,450",+10.4%,132,The Passion of the Christ
2003,11,Mar 14-16,"$87,369,412",-25.2%,"$106,734,517",-23.2%,127,Bringing Down the House
2002,11,Mar 15-17,"$116,789,443",+71.6%,"$138,889,556",+64.4%,66,Ice Age
2001,11,Mar 16-18,"$68,073,729",-4.4%,"$84,494,688",-7.7%,61,Exit Wounds
2000,11,Mar 17-19,"$71,227,498",+14.8%,"$91,496,788",+8.6%,63,Erin Brockovich
1999,11,Mar 12-14,"$62,058,608",-11.6%,"$84,259,764",+10.8%,63,Analyze This
1998,11,Mar 13-15,"$70,183,720",+16.5%,"$76,074,167",-1%,20,Titanic
1997,11,Mar 14-16,"$60,250,611",+16.1%,"$76,842,273",+30.2%,27,Star Wars: Episode VI - Return of the Jedi1997 Special Edition
1996,11,Mar 15-17,"$51,912,266",+33.7%,"$59,025,421",+38.3%,22,The Birdcage
1995,11,Mar 17-19,"$38,813,391",-3.5%,"$42,667,983",-16.2%,17,Outbreak
1994,11,Mar 18-20,"$40,221,420",+16.4%,"$50,886,778",+22.7%,27,Naked Gun 33 1/3: The Final Insult
1993,11,Mar 12-14,"$34,558,514",-9.3%,"$41,456,027",-8.7%,22,CB4
1992,11,Mar 13-15,"$38,084,439",-8.1%,"$45,395,134",-6.3%,20,Wayne's World
1991,11,Mar 15-17,"$41,453,637",+4.8%,"$48,450,565",+7.2%,18,The Silence of the Lambs
1990,11,Mar 16-18,"$39,548,233",+13.4%,"$45,180,536",+8.8%,18,The Hunt for Red October
1989,11,Mar 17-19,"$34,888,656",+20.6%,"$41,533,910",+25%,18,Fletch Lives
1988,11,Mar 11-13,"$28,933,481",-20.3%,"$33,222,017",-18.6%,17,"Good Morning, Vietnam"
1987,11,Mar 13-15,"$36,286,923",+26.3%,"$40,833,569",+29.8%,15,Lethal Weapon
1986,11,Mar 14-16,"$28,738,232",+23%,"$31,449,296",+21.7%,13,Gung Ho
1985,11,Mar 15-17,"$23,368,270",-22%,"$25,838,706",-18.8%,16,Beverly Hills Cop
1984,11,Mar 16-18,"$29,973,675",+53.9%,"$31,834,059",+50.1%,13,Splash
1983,11,Mar 18-20,"$19,471,533",-16.4%,"$21,206,228",-17.5%,15,High Road to China
1982,11,Mar 12-14,"$23,303,199",+299.7%,"$25,702,028",+340.9%,14,Richard Pryor: Live on the Sunset Strip
1981,11,Mar 13-15,"$5,830,020","+9,440.4%","$5,830,020","+9,440.4%",3,Back Roads
1980,11,Mar 14-16,"$61,109",+190.4%,"$61,109",+190.4%,1,A Small Circle of Friends
1979,11,Mar 16-18,"$21,040",-,"$21,040",-,1,Voices
1972,11,Mar 17-19,"$302,393",-,"$302,393",-,1,The Godfather
2019,12,Mar 22-24,"$139,284,316",+28.2%,"$148,803,456",+14.1%,117,Us
2018,12,Mar 23-25,"$108,669,222",-43.6%,"$130,423,221",-35.5%,114,Pacific Rim: Uprising
2017,12,Mar 24-26,"$192,647,503",+66.4%,"$202,066,084",+53.9%,100,Beauty and the Beast
2016,12,Mar 18-20,"$115,774,645",-1.3%,"$131,307,311",+0.3%,121,Zootopia
2015,12,Mar 20-22,"$117,323,618",-9.5%,"$130,961,022",-7.5%,97,Insurgent
2014,12,Mar 21-23,"$129,583,231",+1.8%,"$141,511,040",+1.9%,111,Divergent
2013,12,Mar 22-24,"$127,241,394",-36.9%,"$138,891,569",-35.2%,121,The Croods
2012,12,Mar 23-25,"$201,664,110",+92.6%,"$214,253,387",+76.4%,115,The Hunger Games
2011,12,Mar 25-27,"$104,688,038",-5.5%,"$121,453,235",-4.4%,126,Diary of a Wimpy Kid: Rodrick Rules
2010,12,Mar 19-21,"$110,799,129",+18.9%,"$126,978,873",+20.4%,109,Alice in Wonderland
2009,12,Mar 20-22,"$93,174,791",-1.6%,"$105,454,531",-7.4%,109,Knowing2009 Re-release
2008,12,Mar 21-24Easter wknd,"$107,553,652",-,"$125,354,528",-,59,Horton Hears a Who!
2008,12,Mar 21-23,"$94,656,916",-18.7%,"$113,866,325",-16.1%,118,Horton Hears a Who!
2007,12,Mar 23-25,"$116,375,315",+22.5%,"$135,737,194",+24%,126,TMNT
2006,12,Mar 24-26,"$95,002,772",+9.3%,"$109,442,386",+10.2%,117,Inside Man
2005,12,Mar 25-28Easter wknd,"$100,063,419",-,"$110,230,023",-,37,Guess Who
2005,12,Mar 25-27,"$86,905,815",-17.7%,"$99,273,020",-16.6%,132,Guess Who
2004,12,Mar 19-21,"$105,621,482",+33.9%,"$119,048,449",+21.4%,130,Dawn of the Dead
2003,12,Mar 21-23,"$78,907,557",-30.6%,"$98,048,792",-27.5%,127,Bringing Down the House
2002,12,Mar 22-24,"$113,639,084",+80.3%,"$135,267,734",+66.4%,68,Blade II
2001,12,Mar 23-25,"$63,033,676",-10%,"$81,287,761",-5.5%,62,Heartbreakers
2000,12,Mar 24-26,"$70,001,108",+26.8%,"$86,020,007",+10.8%,63,Erin Brockovich
1999,12,Mar 19-21,"$55,210,480",-26.1%,"$77,628,797",-6%,64,Forces of Nature
1998,12,Mar 20-22,"$74,758,281",+0.6%,"$82,551,201",-5.1%,22,Titanic
1997,12,Mar 21-23,"$74,303,842",+56%,"$86,994,515",+53.9%,28,Liar Liar
1996,12,Mar 22-24,"$47,629,389",+20%,"$56,529,366",+22.6%,24,The Birdcage
1995,12,Mar 24-26,"$39,691,127",-14.1%,"$46,094,939",-21%,19,Outbreak
1994,12,Mar 25-27,"$46,196,005",+2.3%,"$58,371,352",+10.3%,23,D2: The Mighty Ducks
