Name,STARmeter,Episodes,Known for
Tony Starr Dalek Operator / British Soldier  Dalek Operator / British Soldier  See fewer,Members only,9,The Boys of San Francisco (1981)
Bruce Wells Ogron / Cyberman / Alien Guard / Union Recruit  Ogron / Cyberman / Alien Guard / Union Recruit  See fewer,Members only,9,Dr. Who and the Daleks (1965)
Terrance Denville Exxilon / Prison Guard / Alien Technician / Cyberman / Foot Soldier / …  See more  Exxilon / Prison Guard / Alien Technician / Cyberman / Foot Soldier / Ice Warrior / Technician  See fewer,Members only,9,Callan (1967)
Ewen Solon Chal / Vishinsky  Chal / Vishinsky  See fewer,Members only,8,The Message (1976)
Julian Glover Count Scarlioni / Richard the Lionheart / Captain Tancredi / Scaroth  Count Scarlioni / Richard the Lionheart / Captain Tancredi / Scaroth  See fewer,Top 5000,8,Indiana Jones and the Last Crusade (1989)
Paul Darrow Captain Hawkins / Capt. Hawkins / Tekker  Captain Hawkins / Capt. Hawkins / Tekker  See fewer,Members only,8,Blake's 7 (1978)
David Garfield Neeva / Von Weich  Neeva / Von Weich  See fewer,Members only,8,Lorna Doone (1976)
Michael Spice Weng-Chiang / Voice of Morbius  Weng-Chiang / Voice of Morbius  See fewer,Members only,8,Hamlet (1961)
Tom Chadbon Duggan / Merdeen / Jagaroth Voice  Duggan / Merdeen / Jagaroth Voice  See fewer,Members only,8,Casino Royale (2006)
Graham Weston Russell / De Haan  Russell / De Haan  See fewer,Members only,8,Ivanhoe (1970)
Margot Van der Burgh Cameca / Katura  Cameca / Katura  See fewer,Members only,8,Jane Eyre (1956)
James Cairncross Lemaitre / Beta  Lemaitre / Beta  See fewer,Members only,8,Tom Jones (1963)
Scott Fredericks Boaz / Maximillian Stael  Boaz / Maximillian Stael  See fewer,Members only,8,Triangle (1981)
John Rolfe Sam / Captain / Fell / Sam Becket  Sam / Captain / Fell / Sam Becket  See fewer,Members only,8,The Expert (1968)
Peter Craze Dako / Costa / Du Pont  Dako / Costa / Du Pont  See fewer,Members only,8,The Bill (1984)
Edward Burnham Professor Kettlewell / Professor Watkins  Professor Kettlewell / Professor Watkins  See fewer,Members only,8,"To Sir, with Love (1967)"
Stephen Thorne Omega / Azal / First Ogron / Kastrian Eldrad  Omega / Azal / First Ogron / Kastrian Eldrad  See fewer,Members only,8,Death of an Expert Witness (1983)
Alec Linstead Jellicoe / Sgt. Osgood / Head of Stengos  Jellicoe / Sgt. Osgood / Head of Stengos  See fewer,Members only,8,McLibel! (1997)
Barry Ashton Scientist Franz Schultz / Kemp / Proctor / Scientist  Scientist Franz Schultz / Kemp / Proctor / Scientist  See fewer,Members only,8,Out of the Unknown (1965)
Carl Forgione Land / Nimrod  Land / Nimrod  See fewer,Members only,8,"Knowing Me, Knowing You with Alan Partridge (1994)"
Andrew Staines Keaver / Captain / Goodge / Sergeant to Benik  Keaver / Captain / Goodge / Sergeant to Benik  See fewer,Members only,8,The Woman in White (1982)
Noel Johnson Charles Grover M.P. / King Thous / Thous  Charles Grover M.P. / King Thous / Thous  See fewer,Members only,8,Frenzy (1972)
Arthur Hewlett Kalmar / Kimber  Kalmar / Kimber  See fewer,Members only,8,The Avengers (1961)
Mark Hardy Cyber Lieutenant / Swampie / Swampie Warrior  Cyber Lieutenant / Swampie / Swampie Warrior  See fewer,Members only,8,The Orchard End Murder (1981)
Bill Matthews Prison Officer / Davis / Draconian / Extra  Prison Officer / Davis / Draconian / Extra  See fewer,Members only,8,Sheep's Clothing (1960)
Peter Jeffrey Count Grendel / Pilot  Count Grendel / Pilot  See fewer,Members only,8,The Adventures of Baron Munchausen (1988)
Leslie Meadows Cheetah Person / The Creature / Adlon  Cheetah Person / The Creature / Adlon  See fewer,Members only,8,Half a Sixpence (1967)
Charles Morgan Songsten / Gold Usher  Songsten / Gold Usher  See fewer,Members only,8,Sergeant Cork (1963)
Glen Murphy Dibber / Kinda Tribesman  Dibber / Kinda Tribesman  See fewer,Members only,8,London's Burning (1988)
Ling Tai Shou Yuing / Seabase Crewmember / Tourist  Shou Yuing / Seabase Crewmember / Tourist  See fewer,Members only,8,Spatz (1990)
Richard Kerley Yeti / Cyberman  Yeti / Cyberman  See fewer,Members only,8,My Partner the Ghost (1969)
Roy Spencer Harris / Manyak  Harris / Manyak  See fewer,Members only,8,Superman (1978)
James Haswell Extra / Beat Policeman / Corporal Champion / Guard / Pirate / Prisoner  Extra / Beat Policeman / Corporal Champion / Guard / Pirate / Prisoner  See fewer,Members only,8,Out of the Unknown (1965)
Leonard Sachs Lord President Borusa / Admiral Gaspard de Coligny  Lord President Borusa / Admiral Gaspard de Coligny  See fewer,Members only,7,Thunderball (1965)
Sally Faulkner Isobel  Isobel  See fewer,Members only,7,Vampyres (1974)
Olaf Pooley Professor Stahlman / Director Stahlman  Professor Stahlman / Director Stahlman  See fewer,Members only,7,The Adventures of Ben Gunn (1958)
Michael Gough Toymaker / Councillor Hedin  Toymaker / Councillor Hedin  See fewer,Top 5000,7,Batman (1989)
Peter Butterworth Monk / The Meddling Monk  Monk / The Meddling Monk  See fewer,Members only,7,Carry On Up the Khyber (1968)
Clive Merrison Deputy Chief / Jim Callum  Deputy Chief / Jim Callum  See fewer,Members only,7,The History Boys (2006)
Mark Eden Marco Polo  Marco Polo  See fewer,Members only,7,Doctor Zhivago (1965)
John Normington Morgus / Trevor Sigma  Morgus / Trevor Sigma  See fewer,Members only,7,Atonement (2007)
Stephen Dartnell John / Yartek  John / Yartek  See fewer,Members only,7,Second Best (1972)
Derren Nesbitt Tegana  Tegana  See fewer,Members only,7,Where Eagles Dare (1968)
Ivor Salter Odysseus / Morok Commander / Sergeant Markham  Odysseus / Morok Commander / Sergeant Markham  See fewer,Members only,7,The Black Arrow (1958)
Alethea Charlton Edith / Hur  Edith / Hur  See fewer,Members only,7,The Woman in White (1966)
Jeremy Bulloch Hal / Tor  Hal / Tor  See fewer,Members only,7,Star Wars: Episode III - Revenge of the Sith (2005)
David Weston Nicholas Muss / Biroc  Nicholas Muss / Biroc  See fewer,Members only,7,The Masque of the Red Death (1964)
Stephen Yardley Sevrin / Arak  Sevrin / Arak  See fewer,Members only,7,A Tale of Two Cities (1980)
Lesley Dunlop Norna / Susan Q.  Norna / Susan Q.  See fewer,Members only,7,The Elephant Man (1980)
Dennis Chinnery Gharman / Albert C. Richardson / Sylvest  Gharman / Albert C. Richardson / Sylvest  See fewer,Members only,7,The Avengers (1961)
Zienia Merton Ping-Cho  Ping-Cho  See fewer,Members only,7,Space: 1999 (1975)
Brian Grellis Safran / Sheprah / Megaphone Man  Safran / Sheprah / Megaphone Man  See fewer,Members only,7,A Tale of Two Cities (1980)
Richard Shaw Lobos / Cross / Lakh  Lobos / Cross / Lakh  See fewer,Members only,7,Quatermass and the Pit (1958)
Terry Molloy Davros / Emperor Dalek / Russell  Davros / Emperor Dalek / Russell  See fewer,Members only,7,Oliver Twist (1985)
Frank Jarvis Skart / Ankh / Corporal  Skart / Ankh / Corporal  See fewer,Members only,7,The Italian Job (1969)
Roy Evans Trantis / Bert / Miner  Trantis / Bert / Miner  See fewer,Members only,7,The Elephant Man (1980)
Tutte Lemkow Cyclops / Kuiju / Ibrahim  Cyclops / Kuiju / Ibrahim  See fewer,Members only,7,Raiders of the Lost Ark (1981)
Tim Munro Ainu / Sigurd  Ainu / Sigurd  See fewer,Members only,7,Great Expectations (1981)
Roy Purcell President of the Council / Chief Prison Officer Powers  President of the Council / Chief Prison Officer Powers  See fewer,Members only,7,The Buccaneers (1956)
Royce Mills Daleks / Dalek Voice / Dalek Voices  Daleks / Dalek Voice / Dalek Voices  See fewer,Members only,7,The Chastity Belt (1972)
David Daker Irongron / Rigg  Irongron / Rigg  See fewer,Members only,7,Time Bandits (1981)
Deep Roy Mr. Sin / Possican Delegate  Mr. Sin / Possican Delegate  See fewer,Members only,7,Star Trek (2009)
Rick Lester Ogron / Third Ogron  Ogron / Third Ogron  See fewer,Members only,7,Danger Man (1960)
David Troughton Peladon / Guard / Moor  Peladon / Guard / Moor  See fewer,Members only,7,Crime and Punishment (1979)
Michael Osborne Sorak / Guardian / Extra  Sorak / Guardian / Extra  See fewer,Members only,7,The Man with the Golden Gun (1974)
Robert Russell The Caber / Guard  The Caber / Guard  See fewer,Members only,7,Sitting Target (1972)
Peter Welch Redcoat Sergeant / Morgan  Redcoat Sergeant / Morgan  See fewer,Members only,7,North and South (1966)
Peter Forbes-Robertson Guard / Chief Sea Devil / Time Lord  Guard / Chief Sea Devil / Time Lord  See fewer,Members only,7,Island of Terror (1966)
Paul Barton Silurian / Courtier / Rebel / Skonnos Guard / UNIT Soldier  Silurian / Courtier / Rebel / Skonnos Guard / UNIT Soldier  See fewer,Members only,7,Doctor Who (1963)
John Hogan Yeti / Cyberman  Yeti / Cyberman  See fewer,Members only,7,Law & Order (1978)
Charles Finch Cyberman / Villager / UNIT Soldier  Cyberman / Villager / UNIT Soldier  See fewer,Members only,7,Universal Soldier (1972)
Chris Konyils African ISC Officer / Saracen Warrior / Wheel Crewmember  African ISC Officer / Saracen Warrior / Wheel Crewmember  See fewer,Members only,7,The Bed Sitting Room (1969)
Royston Farrell Technician / Guardian / Elder / Guard  Technician / Guardian / Elder / Guard  See fewer,Members only,7,BBC Play of the Month (1965)
Kathleen Bidmead Mrs. Smith / Rezzie / Elder of The Tribe of the Free / Tourist at Windsor Castle / Woman  Mrs. Smith / Rezzie / Elder of The Tribe of the Free / Tourist at Windsor Castle / Woman  See fewer,Members only,7,EastEnders (1985)
Tony Beckley Harrison Chase  Harrison Chase  See fewer,Members only,6,The Italian Job (1969)
Peter Barkworth Clent  Clent  See fewer,Members only,6,Where Eagles Dare (1968)
Kate O'Mara The Rani  The Rani  See fewer,Members only,6,Department S (1969)
Jerome Willis Stevens  Stevens  See fewer,Members only,6,Perfume: The Story of a Murderer (2006)
Nina Thomas Thalira  Thalira  See fewer,Members only,6,The Prince and the Pauper (1976)
John Challis Scorby  Scorby  See fewer,Members only,6,Only Fools and Horses (1981)
Wendy Gifford Miss Garrett  Miss Garrett  See fewer,Members only,6,Sentimental Education (1970)
Marius Goring Theodore Maxtible  Theodore Maxtible  See fewer,Members only,6,The Red Shoes (1948)
Peter Sallis Penley  Penley  See fewer,Members only,6,Wallace & Gromit: The Curse of the Were-Rabbit (2005)
Eileen Way Karela / Old Mother  Karela / Old Mother  See fewer,Members only,6,The Vikings (1958)
Nicholas Pennell Winton  Winton  See fewer,Members only,6,Battle of Britain (1969)
Garrick Hagon Ky  Ky  See fewer,Members only,6,Star Wars: Episode IV - A New Hope (1977)
Tina Packer Anne Travers  Anne Travers  See fewer,Members only,6,David Copperfield (1966)
Stewart Bevan Clifford Jones  Clifford Jones  See fewer,Members only,6,The Brief (1984)
Roslyn De Winter Vrestin / Grey Lady / Menoptra Vrestin  Vrestin / Grey Lady / Menoptra Vrestin  See fewer,Members only,6,Homicide (1964)
Eric Flynn Leo Ryan  Leo Ryan  See fewer,Members only,6,A Challenge for Robin Hood (1967)
Tim Preece Codal  Codal  See fewer,Members only,6,The Ghost Writer (2010)
Mary Peach Astrid  Astrid  See fewer,Members only,6,The Projected Man (1966)
Louise Pajo Gia Kelly  Gia Kelly  See fewer,Members only,6,Cop Shop (1977)
Victor Winding Spencer  Spencer  See fewer,Members only,6,A Tale of Two Cities (1965)
Nabil Shaban Sil  Sil  See fewer,Members only,6,Children of Men (2006)
Ilona Rodgers Carol  Carol  See fewer,Members only,6,Sara Dane (1982)
Patrick Godfrey Tor / Major Cosworth  Tor / Major Cosworth  See fewer,Members only,6,The Count of Monte Cristo (2002)
Jack May General Nicolai Hermack  General Nicolai Hermack  See fewer,Members only,6,The Man Who Would Be King (1975)
Michael Turner Jarvis Bennett  Jarvis Bennett  See fewer,Members only,6,Cry Freedom (1987)
Trevor Baxter Professor Litefoot  Professor Litefoot  See fewer,Members only,6,Sky Captain and the World of Tomorrow (2004)
Tony Osoba Lan / Kracauer  Lan / Kracauer  See fewer,Members only,6,Dempsey and Makepeace (1985)
Nicholas Hawtrey Quinn  Quinn  See fewer,Members only,6,Dangerous Liaisons (1988)
Derek Pollitt Driver Evans / Pvt. Wright  Driver Evans / Pvt. Wright  See fewer,Members only,6,Doctor Who: Shada (1992)
Bill Kerr Giles Kent  Giles Kent  See fewer,Members only,6,Gallipoli (1981)
Barry Jackson Ascaris / Drax / Jeff Garvey  Ascaris / Drax / Jeff Garvey  See fewer,Members only,6,Wimbledon (2004)
Pamela Ann Davy Janley  Janley  See fewer,Members only,6,The Avengers (1961)
Colin Gordon Commandant  Commandant  See fewer,Members only,6,The Pink Panther (1963)
Geoffrey Hinsliff Fisk / Jack Tyler  Fisk / Jack Tyler  See fewer,Members only,6,A Bridge Too Far (1977)
Tim Pigott-Smith Marco / Captain Harker  Marco / Captain Harker  See fewer,Members only,6,V for Vendetta (2005)
Jack Woolgar Staff Sgt. Arnold / Staff Sergeant Arnold  Staff Sgt. Arnold / Staff Sergeant Arnold  See fewer,Members only,6,The Intruder (1972)
Philip Ray Eldred  Eldred  See fewer,Members only,6,Starr and Company (1958)
Rick James Cotton  Cotton  See fewer,Members only,6,Blake's 7 (1978)
"Bernard Bresslaw Ice Warrior Varga, The Leader / Varga, The Ice Warrior  Ice Warrior Varga, The Leader / Varga, The Ice Warrior  See fewer",Members only,6,Krull (1983)
Melvyn Bedford Mummy / Reig  Mummy / Reig  See fewer,Members only,6,EastEnders (1985)
Laurence Payne Dastari / Johnny Ringo / Morix  Dastari / Johnny Ringo / Morix  See fewer,Members only,6,The Crawling Eye (1958)
Richardson Morgan Corporal Blake / Rogin  Corporal Blake / Rogin  See fewer,Members only,6,Sherlock Holmes (1964)
George Layton Technician Penn  Technician Penn  See fewer,Members only,6,Doctor in Charge (1972)
Edward Kelsey Edu / Resno / Slave Buyer  Edu / Resno / Slave Buyer  See fewer,Members only,6,Wallace & Gromit: The Curse of the Were-Rabbit (2005)
Angus Lennie Storr / Angus  Storr / Angus  See fewer,Members only,6,The Great Escape (1963)
John Witty Computer Voice  Computer Voice  See fewer,Members only,6,The Broken Horseshoe (1952)
Martin Cort Locke / Voord / Aydan / Warrior  Locke / Voord / Aydan / Warrior  See fewer,Members only,6,A Throne of Shadows (2018)
John Hicks Quark / Axon Boy  Quark / Axon Boy  See fewer,Members only,6,Out of the Unknown (1965)
John Kane Tommy  Tommy  See fewer,Members only,6,4 Idle Hands (1976)
James Thornhill Sergeant Walters  Sergeant Walters  See fewer,Members only,6,Girl in a Black Bikini (1967)
Peter Badger Roboman  Roboman  See fewer,Members only,6,Softly Softly (1966)
Christopher Robbie Cyberleader / Karkus  Cyberleader / Karkus  See fewer,Members only,6,The Avengers (1961)
Sheila Grant Quarks / Jane Leeson / Quark  Quarks / Jane Leeson / Quark  See fewer,Members only,6,Cold Comfort Farm (1968)
June Bland Berger / Elizabeth Rowlinson / Elizabeth Rawlinson  Berger / Elizabeth Rowlinson / Elizabeth Rawlinson  See fewer,Members only,6,The Newcomers (1965)
Helen Worth Mary Ashe  Mary Ashe  See fewer,Members only,6,Coronation Street (1960)
Bernard Holley Axon Man / Peter Haydon  Axon Man / Peter Haydon  See fewer,Members only,6,The Tripods (1984)
Clinton Greyn Ivo / Stike  Ivo / Stike  See fewer,Members only,6,"Goodbye, Mr. Chips (1969)"
Seymour Green Hargreaves / Chamberlain  Hargreaves / Chamberlain  See fewer,Members only,6,Chessgame (1983)
Mitzi McKenzie Nancy / Mrs. Martin  Nancy / Mrs. Martin  See fewer,Members only,6,1984 (1984)
Nick Evans Dalek Machine Operator / Slyther Operator / Didius  Dalek Machine Operator / Slyther Operator / Didius  See fewer,Members only,6,The Forgotten Faces (1961)
Michael Goldie Elton Laleham / Craddock  Elton Laleham / Craddock  See fewer,Members only,6,Robin Hood: Prince of Thieves (1991)
Hugh Lund Zarbi / Matthews / Zarbi Operator  Zarbi / Matthews / Zarbi Operator  See fewer,Members only,6,R3 (1964)
Peter Fraser David Campbell  David Campbell  See fewer,Members only,6,The Sorcerers (1967)
Clifford Norgate Voice of the Nimon / Generator / Voice of the Nimons  Voice of the Nimon / Generator / Voice of the Nimons  See fewer,Members only,6,Knightmare (1987)
Lynda Baron Singer / Captain Wrack  Singer / Captain Wrack  See fewer,Members only,6,Scoop (2006)
Michael Attwell Ice Warrior Isbur / Bates  Ice Warrior Isbur / Bates  See fewer,Members only,6,Joseph (1995)
Richard Ireson Axus / Soldier  Axus / Soldier  See fewer,Members only,6,The Bill (1984)
Stuart Blake Scibus / Commander / Zoldaz  Scibus / Commander / Zoldaz  See fewer,Members only,6,Flash Gordon (1980)
William Dysart Reegan / Alexander McClaren  Reegan / Alexander McClaren  See fewer,Members only,6,The Last Shot You Hear (1969)
Roy Stewart Toberman / Saracen warrior / Strong Man  Toberman / Saracen warrior / Strong Man  See fewer,Members only,6,Live and Let Die (1973)
Marek Anton Vershinin / The Destroyer  Vershinin / The Destroyer  See fewer,Members only,6,Love Hurts (1992)
Norman Hartley Ulf / Sergeant Peters  Ulf / Sergeant Peters  See fewer,Members only,6,Shine on Harvey Moon (1982)
Jerry Holmes Cyberman / Parisian Man  Cyberman / Parisian Man  See fewer,Members only,6,The Wednesday Play (1964)
Geoffrey Palmer Masters / Permanent Under Secretary Masters / Administrator  Masters / Permanent Under Secretary Masters / Administrator  See fewer,Members only,6,Tomorrow Never Dies (1997)
